uniprot	gene
Q14644	RASA3
Q6PK57	DNM1P34
Q16082	HSPB2
Q13072	BAGE
P43304	GPD2
Q7L775	EPM2AIP1
Q9BUV8	RAB5IF
P09234	SNRPC
Q9UDW1	UQCR10
Q13753	LAMC2
Q8WW12	PCNP
Q93034	CUL5
P00492	HPRT1
Q6ZP98	C16orf47
Q9UKT7	FBXL3
Q86VD7	SLC25A42
Q9UHC6	CNTNAP2
Q8TD35	LKAAEAR1
Q99447	PCYT2
Q96RJ6	FERD3L
Q99456	KRT12
Q9BY49	PECR
Q5VYX0	RNLS
P62899	RPL31
Q8NGQ3	OR1S2
Q5T4F7	SFRP5
Q8NCU7	C2CD4A
P16035	TIMP2
P00813	ADA
Q0D2H9	GOLGA8DP
Q96EF0	MTMR8
Q8NEX6	WFDC11
Q9NXU5	ARL15
O00233	PSMD9
Q8NCW5	NAXE
Q92597	NDRG1
Q9UPE1	SRPK3
Q2M3A8	MRGPRG-AS1
P09543	CNP
Q8IXQ4	GPALPP1
P61204	ARF3
Q9NY30	BTG4
Q6UWU4	C6orf89
Q6ZUT6	CCDC9B
Q9H898	ZMAT4
Q9NY46	SCN3A
Q9H344	OR51I2
Q8N816	TMEM99
Q711Q0	CEFIP
O75531	BANF1
Q7Z4H8	POGLUT3
P17032	ZNF37A
P49366	DHPS
P29218	IMPA1
Q16626	MEA1
Q495Y8	SPDYE2
P00709	LALBA
P28330	ACADL
Q5VTL8	PRPF38B
Q8IUH8	SPPL2C
Q9BUL8	PDCD10
Q6ZMJ2	SCARA5
Q6ZMB0	B3GNT6
Q8TAB7	CCDC26
O75330	HMMR
Q6IN84	MRM1
Q8WUS8	SDR42E1
Q5VZ19	TDRD10
Q96NU7	AMDHD1
Q86YV5	PRAG1
O75534	CSDE1
O43237	DYNC1LI2
P0DPD5	ZNF723
Q86X59	LINC02875
Q9UN42	ATP1B4
P51684	CCR6
Q96KQ7	EHMT2
P53602	MVD
Q8WZ82	OVCA2
Q8N8I6	LINC00482
Q49MG5	MAP9
P16070	CD44
O94956	SLCO2B1
P13807	GYS1
O75596	CLEC3A
Q13332	PTPRS
P05109	S100A8
Q9BZQ6	EDEM3
Q9Y450	HBS1L
Q9UBK8	MTRR
P40238	MPL
Q15404	RSU1
P15170	GSPT1
Q8NGI1	OR56B2P
A6NND4	OR2AT4
Q9BXI6	TBC1D10A
Q96DI7	SNRNP40
Q8IUD2	ERC1
Q9NR77	PXMP2
Q6TGC4	PADI6
Q7RTV0	PHF5A
P20042	EIF2S2
Q8WXD2	SCG3
A6NHP3	SPDYE2B
Q2T9K0	TMEM44
O75791	GRAP2
P04000	OPN1LW
Q8NE65	ZNF738
Q8NDX1	PSD4
O15455	TLR3
Q9NY25	CLEC5A
P06727	APOA4
Q58WW2	DCAF6
Q9ULL5	PRR12
O00506	STK25
Q8WV07	LTO1
Q9H4D0	CLSTN2
O95522	PRAMEF12
Q96JM3	CHAMP1
P01877	IGHA2
Q9NYL5	CYP39A1
Q9H354	PRO1933
Q9BVL2	NUP58
A6NMX2	EIF4E1B
Q6PIU2	NCEH1
Q9Y233	PDE10A
P43166	CA7
Q96BY6	DOCK10
Q9NQT5	EXOSC3
Q6PEV8	FAM199X
Q9Y216	MTMR7
P49585	PCYT1A
Q5VZ89	DENND4C
Q8N414	PGBD5
Q9BSA9	TMEM175
Q96M96	FGD4
Q9NVL8	CCDC198
Q6UXE8	BTNL3
O43557	TNFSF14
Q9BWV2	SPATA9
Q9HBJ7	USP29
Q9UJ78	ZMYM5
Q32NC0	C18orf21
Q6ZW49	PAXIP1
Q6ZMR5	TMPRSS11A
A1L167	UBE2QL1
Q8N859	ZNF713
Q969H6	POP5
O15266	SHOX
Q5T3J3	LRIF1
O00391	QSOX1
A6NP11	ZNF716
Q16322	KCNA10
C9JLW8	MCRIP1
O75400	PRPF40A
P01771	IGHV3-33
A1KZ92	PXDNL
P35240	NF2
Q8TEA8	DTD1
P78543	BTG2
O95741	CPNE6
P30461	HLA-B
P30838	ALDH3A1
Q5W5X9	TTC23
P80404	ABAT
P36980	CFHR2
P50135	HNMT
Q96S37	SLC22A12
P29966	MARCKS
P13598	ICAM2
A6NFH5	FABP12
Q9GZY8	MFF
Q12797	ASPH
O60522	TDRD6
O14949	UQCRQ
Q9NZH6	IL37
Q8TB69	ZNF519
Q9Y466	NR2E1
P30411	BDKRB2
Q5VVW2	GARNL3
A2RU48	SMCO3
Q01664	TFAP4
Q9UBF1	MAGEC2
Q7Z6W1	TMCO2
Q8TF68	ZNF384
Q8N1W1	ARHGEF28
O15353	FOXN1
Q68BL7	OLFML2A
Q9NPZ5	B3GAT2
Q9H8Q6	HEXA-AS1
Q3LIE5	ADPRM
Q9NQ40	SLC52A3
Q6VVX0	CYP2R1
O15357	INPPL1
Q9H0K1	SIK2
O75908	SOAT2
Q9P242	NYAP2
P31641	SLC6A6
Q96RL6	SIGLEC11
Q2M2W7	C17orf58
O75251	NDUFS7
P0DKX0	ZNF728
Q5TGS1	HES3
O14904	WNT9A
Q8N394	TMTC2
A6NFA0	FAM205C
Q5GH72	XKR7
Q9BWG4	SSBP4
Q8IUF1	CBWD2
Q9P0L1	ZKSCAN7
Q9UEF7	KL
O43827	ANGPTL7
O95302	FKBP9
P62745	RHOB
Q9BWQ6	YIPF2
Q6PJG2	MIDEAS
Q9HCE3	ZNF532
P51884	LUM
Q8NGX3	OR10T2
Q14627	IL13RA2
Q8NB14	USP38
Q3V6T2	CCDC88A
O60760	HPGDS
O43812	DUX1
O60658	PDE8A
P26651	ZFP36
P05981	HPN
Q6P6C2	ALKBH5
Q969T3	SNX21
Q92979	EMG1
A0A1W2PPG7	GNG14
Q2VYF4	LETM2
A6NGY5	OR51F1
Q9UK32	RPS6KA6
Q92911	SLC5A5
P49006	MARCKSL1
Q9UKS6	PACSIN3
O00206	TLR4
P51815	ZNF75D
P17482	HOXB9
Q8N6Q3	CD177
Q5DT21	SPINK9
Q6NUI6	CHADL
Q8IYX4	DND1
P54098	POLG
P63313	TMSB10
P14854	COX6B1
P17676	CEBPB
P47887	OR1E2
Q9HCU8	POLD4
P08F94	PKHD1
P60602	ROMO1
Q9H8P0	SRD5A3
Q9H1B5	XYLT2
O15062	ZBTB5
A0A0U1RR37	C1orf232
O43143	DHX15
Q96A35	MRPL24
Q8NGM1	OR4C15
P35070	BTC
Q9NPU4	C14orf132
A6NK06	ACOD1
Q9UJV8	PURG
O14804	TAAR5
Q9Y6L7	TLL2
Q9BWV7	TTLL2
Q6UY13	UNQ5830/PRO19650/PRO19816
P51164	ATP4B
Q6ZNM6	TEX43
Q68D20	PMS2CL
P31997	CEACAM8
Q86XT4	TRIM50
P31271	HOXA13
B2CW77	KLLN
Q92599	SEPTIN8
Q8NGR5	OR1L4
Q14004	CDK13
Q8N7W2	BEND7
Q8N2G4	LYPD1
Q8NH69	OR5W2
Q8NH79	OR6X1
Q15139	PRKD1
O95365	ZBTB7A
Q86SG7	LYG2
P17028	ZNF24
P11279	LAMP1
P59535	TAS2R40
Q9UM47	NOTCH3
Q969E3	UCN3
Q14164	IKBKE
Q3BBV1	NBPF20
Q3BBV1	NBPF9
Q8N1G2	CMTR1
P51858	HDGF
P14210	HGF
P01743	IGHV1-46
O95670	ATP6V1G2
P56856	CLDN18
Q9UGF5	OR14J1
Q9NPD7	NRN1
Q9NP90	RAB9B
Q99469	STAC
Q9C0D2	CEP295
O15066	KIF3B
P13942	COL11A2
Q9H2A7	CXCL16
Q969E4	TCEAL3
Q9Y2Q0	ATP8A1
Q9UJS0	SLC25A13
Q9GZP1	NRSN2
Q8N5H7	SH2D3C
Q15528	MED22
A6NFU0	FAM187A
O14763	TNFRSF10B
Q495Z4	ASB16-AS1
Q13347	EIF3I
Q86VD9	PIGZ
P30531	SLC6A1
Q96KN9	GJD4
Q15437	SEC23B
P52736	ZNF133
A6NI03	TRIM64B
Q13822	ENPP2
P36222	CHI3L1
Q8IYN2	TCEAL8
P60852	ZP1
Q6P9F7	LRRC8B
Q02878	RPL6
Q96JB6	LOXL4
Q71RH2	TLCD3B
Q8TEQ0	SNX29
Q13325	IFIT5
Q5VX71	SUSD4
Q9Y5K3	PCYT1B
Q969H9	DIRC1
Q96AT9	RPE
Q9NQ69	LHX9
A8MU46	SMTNL1
Q9Y584	TIMM22
Q9NRC8	SIRT7
A0A5B0	TRBV14
Q15042	RAB3GAP1
Q7Z6M2	FBXO33
P09486	SPARC
Q6NSI4	RADX
Q6ZSB9	ZBTB49
Q12982	BNIP2
Q8N608	DPP10
Q9BRV3	SLC50A1
A0A0G2JMI3	IGHV1-69-2
Q5JS13	RALGPS1
Q9NUQ7	UFSP2
O15121	DEGS1
Q9Y2K5	R3HDM2
O75528	TADA3
Q8N5Z0	AADAT
A6NH57	ARL5C
Q8IXQ3	C9orf40
A1KXE4	FAM168B
Q5TC63	GRTP1
O14901	KLF11
Q9BRQ3	NUDT22
P35244	RPA3
P01625	IGKV4-1
P16112	ACAN
P47914	RPL29
P59666	DEFA3
P0DOY3	IGLC3
Q92832	NELL1
P63208	SKP1
Q9NRQ5	SMCO4
Q5CZ79	ANKRD20A8P
P60323	NANOS3
Q14CB8	ARHGAP19
Q8N9T8	KRI1
Q9UI09	NDUFA12
Q96SB4	SRPK1
P07357	C8A
O14613	CDC42EP2
Q9BXB7	SPATA16
P12525	MYCLP1
P35575	G6PC
Q9Y243	AKT3
Q7L9B9	EEPD1
Q9H8X3	LINC00574
Q15678	PTPN14
Q86UX2	ITIH5
A2RU67	FAM234B
P60866	RPS20
O95425	SVIL
Q8N7J2	AMER2
Q13478	IL18R1
Q6RVD6	SPATA8
Q9BQT8	SLC25A21
Q15846	CLUL1
P48047	ATP5PO
Q9Y5H9	PCDHA2
O43306	ADCY6
Q8N326	RPP38-DT
Q13283	G3BP1
O75711	SCRG1
P30086	PEBP1
Q14134	TRIM29
Q5VT06	CEP350
Q5GH73	XKR6
Q969V4	TEKT1
Q8N8Z8	ZNF441
Q9Y3Y4	PYGO1
O60566	BUB1B
Q9BQQ3	GORASP1
Q6IEE7	TMEM132E
Q9BYT8	NLN
O43502	RAD51C
Q7Z3E1	TIPARP
Q8WXB4	ZNF606
Q9UKV5	AMFR
Q9HCU5	PREB
Q96T37	RBM15
Q96Q91	SLC4A9
O75083	WDR1
Q7Z3S9	NOTCH2NLA
Q99627	COPS8
Q5HYK7	SH3D19
O75444	MAF
P43358	MAGEA4
Q8NBT2	SPC24
Q8N2R8	FAM43A
P01909	HLA-DQA1
P12429	ANXA3
Q5VV41	ARHGEF16
O95470	SGPL1
O76041	NEBL
A8MUK1	USP17L5
Q99467	CD180
Q13007	IL24
Q8NGE3	OR10P1
Q96F25	ALG14
O75469	NR1I2
Q8NAA6	LINC02694
Q8WUH6	TMEM263
Q02747	GUCA2A
P51965	UBE2E1
Q8IZV5	RDH10
Q6L8H4	KRTAP5-1
P05023	ATP1A1
P05060	CHGB
A8MUX0	KRTAP16-1
Q6PKG0	LARP1
Q9Y3X0	CCDC9
Q5JQF7	LINC01556
Q5H9S7	DCAF17
Q9BUT9	MCRIP2
P17152	TMEM11
Q7Z4F1	LRP10
P0C0S8	H2AC11
P0C0S8	H2AC13
P0C0S8	H2AC15
P0C0S8	H2AC16
P0C0S8	H2AC17
P00918	CA2
Q86SP6	GPR149
P29144	TPP2
P01893	HLA-H
Q8N6D5	ANKRD29
B3EWG5	FAM25C
Q96B42	TMEM18
Q08495	DMTN
P32245	MC4R
O95394	PGM3
P08833	IGFBP1
P24278	ZBTB25
O96004	HAND1
P57052	RBM11
Q8NAN2	MIGA1
Q6NVV9	ADAM5
Q05925	EN1
O95297	MPZL1
A8MWX3	WASH4P
P53990	IST1
I0J062	PANO1
Q5SSG8	MUC21
Q9UNZ2	NSFL1C
P60369	KRTAP10-3
Q92520	FAM3C
Q9H4L7	SMARCAD1
P19876	CXCL3
O00241	SIRPB1
P0DP25	CALM3
Q8NGH9	OR52E4
Q96K62	ZBTB45
Q9NTI5	PDS5B
Q0P5N6	ARL16
Q9UHB6	LIMA1
Q3KQV3	ZNF792
Q9ULS5	TMCC3
P49682	CXCR3
O75365	PTP4A3
Q5T5A8	LCE3C
Q6AI14	SLC9A4
Q9Y4L5	RNF115
Q8WXA2	PATE1
Q9Y6Y1	CAMTA1
Q5T035	C9orf129
Q6ZV60	LINC00173
Q02223	TNFRSF17
Q6ZN03	LINC00322
P15088	CPA3
Q13015	MLLT11
P47224	RABIF
Q8N6C5	IGSF1
P42127	ASIP
Q6UW88	EPGN
Q7Z4T9	CFAP91
Q9BWF3	RBM4
Q14761	PTPRCAP
Q9GZW5	SCAND2P
Q8N413	SLC25A45
Q15036	SNX17
O14776	TCERG1
Q7Z6I6	ARHGAP30
P18827	SDC1
P57081	WDR4
Q8N0Z3	SPICE1
Q504Y3	ZCWPW2
O15144	ARPC2
P35249	RFC4
Q7Z7E8	UBE2Q1
Q8NDP4	ZNF439
O75955	FLOT1
P45379	TNNT2
Q9UHD0	IL19
Q6ZSK4	NTM-AS1
Q96EK7	FAM120B
P16189	HLA-A
Q8TCE6	DENND10
O95164	UBL3
Q8NA03	FSIP1
Q96T83	SLC9A7
Q96JF6	ZNF594
Q16570	ACKR1
Q8N7X1	RBMXL3
P39059	COL15A1
Q8IUI8	CRLF3
P21549	AGXT
Q5VT52	RPRD2
Q8IVP9	ZNF547
P48651	PTDSS1
Q9UPU7	TBC1D2B
O00300	TNFRSF11B
Q8TAM1	BBS10
P13284	IFI30
Q16795	NDUFA9
Q9NS86	LANCL2
Q9BQ50	TREX2
Q9BT43	POLR3GL
Q9BSY9	DESI2
Q9UBP0	SPAST
Q6ZNH5	ZNF497
P11940	PABPC1
O95210	STBD1
Q9Y2B4	TP53TG5
Q7Z2X7	PAGE2
P35613	BSG
Q1RMZ1	BMT2
P0DPB3	SCHIP1
Q96I13	ABHD8
Q14139	UBE4A
Q6ZW61	BBS12
Q8WXI4	ACOT11
P54257	HAP1
Q9BX40	LSM14B
P01233	CGB3
P01233	CGB5
P01233	CGB7
P01233	CGB8
Q9H2T7	RANBP17
Q2M389	WASHC4
Q8WXG9	ADGRV1
A8MWV9	SMIM34A
Q9BWL3	C1orf43
Q9Y5E6	PCDHB3
Q14997	PSME4
Q6P2I3	FAHD2B
P0C263	SBK2
Q9ULL4	PLXNB3
O00255	MEN1
O15230	LAMA5
Q8IU68	TMC8
Q15327	ANKRD1
O94812	BAIAP3
Q717R9	CYS1
Q5HYW3	RTL5
O95391	SLU7
Q9P2D7	DNAH1
Q3MJ16	PLA2G4E
P06127	CD5
Q9H0G5	NSRP1
Q6ISS4	LAIR2
Q8N3Y1	FBXW8
P10316	HLA-A
Q9UKM9	RALY
Q86YM7	HOMER1
Q6UY14	ADAMTSL4
Q9C0D9	SELENOI
Q96MW5	COG8
Q5KU26	COLEC12
P39019	RPS19
Q9Y3B9	RRP15
Q8NGT7	OR2A12
O14672	ADAM10
Q9NYD6	HOXC10
O60331	PIP5K1C
Q8NH03	OR2T3
Q9C0K7	STRADB
A0A1B0GWK0	PVALEF
Q86UV7	TRIM73
Q8NH41	OR4K15
Q00604	NDP
A0A075B6S2	IGKV2D-29
Q8IWW8	ADHFE1
O43295	SRGAP3
Q9BRV8	SIKE1
Q9UBV4	WNT16
P43088	PTGFR
P01742	IGHV1-69
A0A1B0GV90	CTXND2
Q8NG31	KNL1
Q96KW2	POM121L2
Q8IZL2	MAML2
Q9NV88	INTS9
O60443	GSDME
Q8IXE1	OR4N5
P20339	RAB5A
Q8NBJ7	SUMF2
A0A5A6	TRBV11-3
O60811	PRAMEF2
Q6ZRK6	CCDC73
Q8TCB7	METTL6
P22532	SPRR2D
P01818	IGHV2-5
Q16655	MLANA
Q9BX93	PLA2G12B
Q8NHS0	DNAJB8
Q8NCJ5	SPRYD3
O75764	TCEA3
P0C853	BAALC-AS2
Q9NQ60	EQTN
O15072	ADAMTS3
Q8NDZ0	BEND2
Q7Z5G4	GOLGA7
Q8IUE6	H2AC21
Q9UBI1	COMMD3
Q96CK0	ZNF653
Q16825	PTPN21
E2RYF7	HCG22
P07900	HSP90AA1
Q8WUU4	ZNF296
P78413	IRX4
Q8NDX9	LY6G5B
Q9GZN1	ACTR6
Q9H1J1	UPF3A
P17275	JUNB
P48546	GIPR
P33261	CYP2C19
P07305	H1-0
Q7L5Y6	DET1
Q5T1A1	DCST2
Q9H1B7	IRF2BPL
Q9P0J7	KCMF1
Q9BY19	MS4A8
Q9H2C5	OR52A5
Q9Y2E8	SLC9A8
O94967	WDR47
Q8IXB3	TRARG1
Q70J99	UNC13D
Q15835	GRK1
Q07326	PIGF
Q8IX18	DHX40
O95678	KRT75
Q8N4B5	PRR18
Q9HBK9	AS3MT
O15054	KDM6B
O75446	SAP30
Q9Y2Z4	YARS2
Q9Y2A4	ZNF443
Q9Y4C2	TCAF1
Q3B8N5	PROX2
Q86UF2	CTAGE6
Q8IUG5	MYO18B
O43151	TET3
Q7Z6B7	SRGAP1
Q9H190	SDCBP2
O14972	VPS26C
Q8N8Z3	PRR26
P20142	PGC
P07992	ERCC1
O75970	MPDZ
Q9NXA8	SIRT5
P61576	HERV-K104
P35318	ADM
Q96PS8	AQP10
A0A075B6W5	TRAV23DV6
Q96RP3	UCN2
P07919	UQCRH
Q9UKN1	MUC12
A0A075B6K5	IGLV3-9
B0FP48	UPK3BL1
P08588	ADRB1
Q9Y2B5	VPS9D1
S4R3Y5	MTRNR2L11
Q5T7P3	LCE1B
O96011	PEX11B
P0DI80	SMIM6
Q147X3	NAA30
Q86VY9	TMEM200A
O75396	SEC22B
Q96HJ5	MS4A3
Q13888	GTF2H2
O60637	TSPAN3
O60548	FOXD2
Q15811	ITSN1
Q5VTA0	PRAMEF17
O95861	BPNT1
Q6P1J9	CDC73
O43292	GPAA1
Q96F24	NRBF2
Q99958	FOXC2
Q969W9	PMEPA1
Q8TDX6	CSGALNACT1
Q8IY63	AMOTL1
Q9NZU0	FLRT3
Q9UKL6	PCTP
Q8TEK3	DOT1L
O43379	WDR62
Q9Y6G1	TMEM14A
Q9NR20	DYRK4
A6NFU8	PGPEP1L
P28065	PSMB9
Q6N022	TENM4
A6NHY2	ANKDD1B
Q9P287	BCCIP
P12273	PIP
Q96NL0	RUNDC3B
P63267	ACTG2
Q86XL3	ANKLE2
Q9NZQ7	CD274
P39748	FEN1
P05305	EDN1
Q7RTZ1	OVCH2
Q7L5N7	LPCAT2
Q9NQF3	SERHL
P40763	STAT3
Q05901	CHRNB3
Q7Z2D5	PLPPR4
Q8IWJ2	GCC2
Q96MB7	HARBI1
Q9NR23	GDF3
P30484	HLA-B
P30047	GCHFR
P11465	PSG2
P42679	MATK
Q9UKH3	ERVK-9
Q93062	RBPMS
Q9Y6T7	DGKB
P62873	GNB1
Q71F78	LCA10
P41247	PNPLA4
Q02086	SP2
Q8IWV2	CNTN4
Q5T7P6	TMEM78
P46199	MTIF2
Q3SY17	SLC25A52
Q49AM3	TTC31
Q13009	TIAM1
Q99767	APBA2
Q5JPI3	C3orf38
O95057	DIRAS1
A6NIL9	CRYM-AS1
P0C5J1	FAM86B2
Q8N4A0	GALNT4
Q99742	NPAS1
Q16816	PHKG1
Q15771	RAB30
Q9NPL8	TIMMDC1
P0CW00	TSPY8
Q8N6N2	TTC9B
Q9Y4B6	DCAF1
Q96S55	WRNIP1
O60513	B4GALT4
Q5T1C6	THEM4
A0JLT2	MED19
Q9GZU5	NYX
Q7L099	RUFY3
Q86YB8	ERO1B
P52848	NDST1
P12277	CKB
Q9NQ76	MEPE
Q96GF1	RNF185
C9JL84	HHLA1
Q14681	KCTD2
A0A1B0GTC6	C3orf85
P02679	FGG
H3BSY2	GOLGA8M
A1L020	MEX3A
P14598	NCF1
Q6P2D0	ZFP1
Q5T8A7	PPP1R26
Q53H47	SETMAR
Q86V42	FAM124A
Q5T0U0	CCDC122
Q8N812	C12orf76
Q05519	SRSF11
Q96IC2	REXO5
B9A064	IGLL5
O14602	EIF1AY
Q9Y5E8	PCDHB15
Q32MZ4	LRRFIP1
Q9NZP6	NPAP1
Q13887	KLF5
O43913	ORC5
Q9UMX9	SLC45A2
Q9BT56	SPX
Q8IUZ5	PHYKPL
Q8NG76	OR2T33
Q9P243	ZFAT
P08172	CHRM2
P22413	ENPP1
O43613	HCRTR1
Q9BTT6	LRRC1
Q5JR59	MTUS2
Q8IVL8	CPO
P08779	KRT16
J3KSC0	LINC01387
Q9P0L2	MARK1
O43246	SLC7A4
Q8NFU7	TET1
O43508	TNFSF12
Q9BR61	ACBD6
Q9BV38	WDR18
Q9H8G1	ZNF430
O15315	RAD51B
O43847	NRDC
Q8WVJ9	TWIST2
Q2TAL8	QRICH1
O43920	NDUFS5
P47870	GABRB2
Q32MH5	FAM214A
Q7Z5Q5	POLN
Q0VAQ4	SMAGP
O95567	C22orf31
P49753	ACOT2
Q9BZL6	PRKD2
P31995	FCGR2C
A0AVI2	FER1L5
Q8N1B3	CCNQ
Q9H2X8	IFI27L2
P25025	CXCR2
P30038	ALDH4A1
O95237	LRAT
Q14202	ZMYM3
Q96L91	EP400
Q8TAC1	RFESD
Q9H8X9	ZDHHC11
P84157	MXRA7
Q8N5I9	C12orf45
A0A1B0GVZ6	MBD3L2B
A6NHL2	TUBAL3
Q15386	UBE3C
P56706	WNT7B
P09871	C1S
Q8J025	APCDD1
Q9Y5N1	HRH3
Q5VU43	PDE4DIP
P24864	CCNE1
Q6UXU4	GSG1L
O14503	BHLHE40
Q9H2J1	ARRDC1-AS1
P56202	CTSW
P30711	GSTT1
P15428	HPGD
P52732	KIF11
O95864	FADS2
Q9Y5F6	PCDHGC5
Q8ND30	PPFIBP2
Q7Z2W9	MRPL21
Q701N4	KRTAP5-2
Q9ULX7	CA14
Q5FYA8	ARSH
Q9NPF2	CHST11
Q8NHU2	CFAP61
Q9BXJ7	AMN
Q9UPN3	MACF1
Q9UBU3	GHRL
P41219	PRPH
Q9H1E5	TMX4
P55285	CDH6
Q29940	HLA-B
Q9H6F2	TMEM38A
P41732	TSPAN7
P59282	TPPP2
Q9NV56	MRGBP
Q16445	GABRA6
Q9H853	TUBA4B
Q8IYU4	UBQLNL
Q8TC21	ZNF596
O43365	HOXA3
P09238	MMP10
P33897	ABCD1
Q8NHC6	OR14L1P
Q8TCS8	PNPT1
P78358	CTAG1A
P78358	CTAG1B
Q5BIV9	SPRN
P46094	XCR1
P05164	MPO
Q9BSN7	TMEM204
Q9BY76	ANGPTL4
O75665	OFD1
P36551	CPOX
Q52M58	C14orf177
A6NH21	SERINC4
Q96C57	CUSTOS
P08133	ANXA6
O14965	AURKA
Q15906	VPS72
Q01740	FMO1
Q6GTX8	LAIR1
Q9UJT0	TUBE1
Q96NB1	CEP20
P33151	CDH5
P23219	PTGS1
Q9H9E3	COG4
Q674R7	ATG9B
Q9NZC3	GDE1
P0DL12	SMIM17
Q96EG1	ARSG
Q99727	TIMP4
Q99707	MTR
P60660	MYL6
Q5QJ38	TCHHL1
O75628	REM1
Q9NWQ4	GPATCH2L
Q9Y2T2	AP3M1
Q9BZK8	OCR1
Q06609	RAD51
Q9P1P5	TAAR2
O75506	HSBP1
Q9Y6Y9	LY96
Q49AM1	MTERF2
Q96GA7	SDSL
Q9P2Q2	FRMD4A
P14921	ETS1
Q8NCD3	HJURP
Q8IVH8	MAP4K3
P13746	HLA-A
O75084	FZD7
O14936	CASK
Q9Y5X2	SNX8
Q8TCT1	PHOSPHO1
Q96A19	CCDC102A
Q8IWZ3	ANKHD1
Q8NI60	COQ8A
P01610	IGKV1-17
P07476	IVL
Q9BYH1	SEZ6L
Q96RL1	UIMC1
Q9UHY8	FEZ2
P01768	IGHV3-30
Q9UFV1	TBC1D29P
Q9NRM1	ENAM
O14579	COPE
Q9HAY6	BCO1
P0C1H6	H2BW2
A2A3N6	PIPSL
O75352	MPDU1
Q9H6X5	C19orf44
Q0VF96	CGNL1
Q5T6X5	GPRC6A
Q9Y6X1	SERP1
P16188	HLA-A
Q16566	CAMK4
P17948	FLT1
Q8N1N4	KRT78
A6NDH6	OR5H15
O95125	ZNF202
Q9NQ30	ESM1
Q9BZG2	ACP4
Q86XA0	METTL23
Q9H1M0	NUP62CL
Q6UX27	VSTM1
Q9UQE7	SMC3
P32297	CHRNA3
Q9P126	CLEC1B
P28070	PSMB4
Q86XR8	CEP57
P0DKB5	TPBGL
Q96RU8	TRIB1
Q8NGE9	OR9Q2
Q5W0Q7	USPL1
Q86TW2	ADCK1
Q6ZQY2	LRRC74B
P42261	GRIA1
Q9HCN8	SDF2L1
P24557	TBXAS1
P0C5K6	VENTXP1
P25054	APC
O60563	CCNT1
P50993	ATP1A2
P0DOY5	IGHD1-1
Q9UGR2	ZC3H7B
Q8WVH0	CPLX3
Q9NP60	IL1RAPL2
P50613	CDK7
Q9UHB9	SRP68
Q9NZ53	PODXL2
Q9Y6X9	MORC2
Q7L0X0	TRIL
Q7Z5D8	NANOGNB
Q14623	IHH
P29279	CCN2
Q6XUX3	DSTYK
A8MQT2	GOLGA8B
Q6P4D5	FAM122C
Q15287	RNPS1
Q9BT25	HAUS8
Q5VZQ5	TEX36
Q07869	PPARA
P41180	CASR
Q6P2N6	TMIGD3
Q8WU76	SCFD2
Q8WVL7	ANKRD49
Q53LP3	SOWAHC
Q9HBF5	ST20
Q9Y2G3	ATP11B
Q8NHC7	OR14C36
Q02080	MEF2B
Q5T8P6	RBM26
P56279	TCL1A
Q9UH64	CDKN2A-DT
Q9BX51	GGTLC1
P10636	MAPT
O76080	ZFAND5
Q9H4L5	OSBPL3
Q7L576	CYFIP1
Q96KA5	CLPTM1L
Q9C002	NMES1
Q99218	AMELY
Q9BY60	GABARAPL3
Q9UK45	LSM7
Q86WA8	LONP2
Q8TDQ0	HAVCR2
P61236	YPEL3
P08559	PDHA1
P09430	TNP1
O95954	FTCD
O75691	UTP20
Q14055	COL9A2
Q8NAC3	IL17RC
Q8TAZ6	CMTM2
O60469	DSCAM
Q8N109	KIR2DL5A
Q9H2J4	PDCL3
P78325	ADAM8
Q8WZ19	KCTD13
Q7Z5M8	ABHD12B
P22674	CCNO
O60613	SELENOF
P51857	AKR1D1
Q9HD67	MYO10
Q8IV35	WDR49
A6H8Z2	FAM221B
Q5VZF2	MBNL2
Q92876	KLK6
Q9NUA8	ZBTB40
Q96HD1	CRELD1
P08069	IGF1R
Q9BYQ5	KRTAP4-6
Q9NWX6	THG1L
Q5SSJ5	HP1BP3
Q6UWP2	DHRS11
Q68CJ9	CREB3L3
P25311	AZGP1
Q9C0B1	FTO
P07148	FABP1
P83881	RPL36A
Q6RFH5	WDR74
Q06547	GABPB1
Q92613	JADE3
Q9HBZ2	ARNT2
P30532	CHRNA5
Q8N0W4	NLGN4X
Q99612	KLF6
H3BQJ8	LY6L
Q7Z591	AKNA
P49763	PGF
Q14651	PLS1
Q2MJR0	SPRED3
Q6P1S2	C3orf33
B2RUY7	VWC2L
P55318	FOXA3
Q14409	GK3P
Q9P2E5	CHPF2
Q9NUL3	STAU2
P21796	VDAC1
P41594	GRM5
O14862	AIM2
Q96LQ0	PPP1R36
Q8N264	ARHGAP24
Q9H2G9	BLZF1
Q96JB3	HIC2
Q9Y618	NCOR2
P62195	PSMC5
Q6ZNA1	ZNF836
P14616	INSRR
Q9BT23	LIMD2
A6NKF9	GPR89B
Q8IVH2	FOXP4
Q8TAG5	VSTM2A
Q3SXY8	ARL13B
Q96R45	OR2A7
Q9NW75	GPATCH2
Q16651	PRSS8
P01722	IGLV6-57
Q32P51	HNRNPA1L2
Q9P2F6	ARHGAP20
P08235	NR3C2
P30622	CLIP1
Q8NEW7	TMIE
Q01546	KRT76
P17812	CTPS1
P10620	MGST1
O76096	CST7
P62244	RPS15A
Q6PIF2	SYCE2
